startStationCode,startStationName,endStationCode,endStationName,prevStationCode,prevStationName,updnLine,directAt,dow,hh,mm,congestionCar1,congestionCar2,congestionCar3,congestionCar4,congestionCar5,congestionCar6,congestionCar7,congestionCar8,congestionCar9,congestionCar10
211,성수역,219,삼성역,212,건대입구역,1,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
211,성수역,234,신도림역,212,건대입구역,1,0,WED,19,00,27,30,32,37,31,30,32,39,31,31
211,성수역,234,신도림역,212,건대입구역,1,0,WED,19,10,24,31,31,38,34,33,37,45,34,35
211,성수역,234,신도림역,212,건대입구역,1,0,WED,19,20,13,16,18,16,14,16,19,24,17,17
211,성수역,234,신도림역,212,건대입구역,1,0,WED,19,30,15,22,26,22,22,25,27,26,22,23
211,성수역,234,신도림역,212,건대입구역,1,0,WED,19,40,28,42,51,53,45,46,48,47,49,50
211,성수역,234,신도림역,212,건대입구역,1,0,WED,19,50,36,44,44,42,45,41,50,49,58,50
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211,성수역,214,강변역,0,0,WED,19,00,38,41,50,51,41,48,62,50,39,39
228,서울대입구역,211,성수역,214,강변역,0,0,WED,19,10,27,33,40,40,34,46,51,39,38,31
228,서울대입구역,211,성수역,214,강변역,0,0,WED,19,20,30,39,46,40,42,44,54,47,35,34
228,서울대입구역,211,성수역,214,강변역,0,0,WED,19,30,21,35,30,31,31,34,39,36,30,24
228,서울대입구역,211,성수역,214,강변역,0,0,WED,19,40,16,28,28,26,23,29,30,29,21,21
228,서울대입구역,211,성수역,214,강변역,0,0,WED,19,50,15,20,26,25,23,26,28,26,24,17
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,19,00,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,19,10,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,19,20,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,19,30,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,19,40,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,19,50,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211-R,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211-R,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211-R,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211-R,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211-R,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
202,을지로입구역,211-R,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
211,성수역,202,을지로입구역,212,건대입구역,1,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
211,성수역,202,을지로입구역,212,건대입구역,1,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
211,성수역,202,을지로입구역,212,건대입구역,1,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
211,성수역,202,을지로입구역,212,건대입구역,1,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
211,성수역,202,을지로입구역,212,건대입구역,1,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
211,성수역,202,을지로입구역,212,건대입구역,1,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
211,성수역,211,성수역,214,강변역,0,0,WED,20,00,8,9,13,12,13,10,14,13,9,9
211,성수역,211,성수역,214,강변역,0,0,WED,20,10,12,15,16,18,13,17,23,17,17,14
211,성수역,211,성수역,214,강변역,0,0,WED,20,20,13,15,18,14,15,20,18,17,15,14
211,성수역,211,성수역,214,강변역,0,0,WED,20,30,6,8,8,8,8,9,11,9,7,6
211,성수역,211,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
211,성수역,211,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
211,성수역,211,성수역,212,건대입구역,1,0,WED,20,00,13,20,20,20,17,21,16,22,19,23
211,성수역,211,성수역,212,건대입구역,1,0,WED,20,10,10,12,12,14,13,11,16,15,13,12
211,성수역,211,성수역,212,건대입구역,1,0,WED,20,20,9,14,13,16,14,12,14,14,12,13
211,성수역,211,성수역,212,건대입구역,1,0,WED,20,30,10,13,14,15,12,11,14,16,11,13
211,성수역,211,성수역,212,건대입구역,1,0,WED,20,40,9,13,15,11,12,11,16,18,12,14
211,성수역,211,성수역,212,건대입구역,1,0,WED,20,50,9,11,13,15,12,13,16,15,13,13
211,성수역,211-R,성수역,214,강변역,0,0,WED,20,00,18,20,28,26,30,24,33,29,20,21
211,성수역,211-R,성수역,214,강변역,0,0,WED,20,10,26,33,34,39,29,36,50,37,36,30
211,성수역,211-R,성수역,214,강변역,0,0,WED,20,20,32,36,42,33,36,48,44,41,37,32
211,성수역,211-R,성수역,214,강변역,0,0,WED,20,30,27,37,39,37,37,43,49,41,32,28
211,성수역,211-R,성수역,214,강변역,0,0,WED,20,40,18,24,28,29,24,28,38,27,26,27
211,성수역,211-R,성수역,214,강변역,0,0,WED,20,50,19,20,27,23,23,25,31,30,30,22
211,성수역,211-R,성수역,212,건대입구역,1,0,WED,20,00,11,17,17,17,14,18,13,19,16,19
211,성수역,211-R,성수역,212,건대입구역,1,0,WED,20,10,16,20,20,23,21,18,26,24,22,19
211,성수역,211-R,성수역,212,건대입구역,1,0,WED,20,20,15,23,20,26,22,20,23,22,19,21
211,성수역,211-R,성수역,212,건대입구역,1,0,WED,20,30,15,20,22,24,18,17,22,24,17,20
211,성수역,211-R,성수역,212,건대입구역,1,0,WED,20,40,14,20,23,17,18,17,24,27,19,22
211,성수역,211-R,성수역,212,건대입구역,1,0,WED,20,50,12,15,18,19,15,17,21,20,17,17
211,성수역,219,삼성역,212,건대입구역,1,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
211,성수역,219,삼성역,212,건대입구역,1,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
211,성수역,228,서울대입구역,212,건대입구역,1,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
211,성수역,234,신도림역,212,건대입구역,1,0,WED,20,00,24,37,37,37,31,38,29,41,34,42
211,성수역,234,신도림역,212,건대입구역,1,0,WED,20,10,18,22,22,26,23,20,28,26,24,21
211,성수역,234,신도림역,212,건대입구역,1,0,WED,20,20,22,34,30,38,33,29,34,32,28,30
211,성수역,234,신도림역,212,건대입구역,1,0,WED,20,30,15,20,22,24,18,17,22,24,17,20
211,성수역,234,신도림역,212,건대입구역,1,0,WED,20,40,21,30,34,25,27,25,36,41,28,33
211,성수역,234,신도림역,212,건대입구역,1,0,WED,20,50,22,26,31,34,27,30,37,35,30,29
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
211,성수역,239,홍대입구역,212,건대입구역,1,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
219,삼성역,211-R,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211,성수역,214,강변역,0,0,WED,20,00,16,17,24,22,25,20,27,24,17,18
228,서울대입구역,211,성수역,214,강변역,0,0,WED,20,10,21,26,28,31,23,29,40,30,29,24
228,서울대입구역,211,성수역,214,강변역,0,0,WED,20,20,24,27,32,25,28,36,33,31,28,25
228,서울대입구역,211,성수역,214,강변역,0,0,WED,20,30,26,35,37,35,35,41,46,39,30,26
228,서울대입구역,211,성수역,214,강변역,0,0,WED,20,40,17,22,26,26,22,26,35,25,25,25
228,서울대입구역,211,성수역,214,강변역,0,0,WED,20,50,17,19,25,21,21,23,29,27,27,20
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
228,서울대입구역,211-R,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
234,신도림역,211,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
234,신도림역,211-R,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,20,00,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,20,10,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,20,20,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,20,30,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,20,40,0,0,0,0,0,0,0,0,0,0
239,홍대입구역,211-R,성수역,214,강변역,0,0,WED,20,50,0,0,0,0,0,0,0,0,0,0
